job_change_intention,city_development_index,male,relevent_experience,education_level,experience,last_new_job,training_hours
0,0.624,1,0,1,2,-1,4
0,0.92,1,1,5,18,5,146
0,0.796,1,1,5,9,3,77
1,0.624,0,1,5,9,-1,218
0,0.92,1,1,5,15,3,62
1,0.55,1,1,5,7,2,18
0,0.92,0,1,5,1,-1,9
1,0.92,1,1,5,6,1,36
0,0.92,1,0,1,9,-1,42
0,0.925,1,1,5,11,1,57
0,0.939,0,1,5,6,1,44
0,0.83,1,1,5,15,2,16
0,0.887,1,0,5,9,1,44
0,0.949,1,1,5,9,2,29
0,0.92,1,1,5,13,1,29
0,0.74,1,0,5,14,3,38
1,0.92,1,0,3,3,1,24
0,0.795,1,1,5,6,1,113
0,0.827,1,1,5,15,5,31
0,0.92,1,0,5,4,1,94
1,0.624,1,1,5,2,1,21
0,0.913,1,0,5,2,-1,18
0,0.624,1,1,5,8,2,113
0,0.682,1,1,5,5,1,14
1,0.624,0,1,5,4,1,2
0,0.789,1,1,5,19,2,80
0,0.926,1,1,3,11,1,9
1,0.92,1,0,5,4,1,28
0,0.926,1,1,5,18,-1,128
0,0.92,0,1,5,15,1,48
0,0.884,1,1,5,5,1,7
0,0.939,1,1,3,14,3,11
0,0.897,1,1,5,11,1,48
1,0.92,1,0,5,1,1,39
0,0.923,1,1,5,6,4,41
0,0.666,1,1,5,17,1,111
0,0.698,1,1,5,6,1,46
0,0.92,1,1,5,15,5,20
0,0.92,0,0,5,4,-1,51
0,0.698,1,1,5,5,2,238
1,0.92,1,1,5,11,5,42
0,0.92,1,1,5,9,2,34
1,0.754,1,0,3,4,4,94
0,0.878,1,1,5,13,3,8
0,0.92,1,0,3,3,-1,48
1,0.92,1,1,5,7,1,42
0,0.92,1,1,5,9,3,47
1,0.698,1,1,5,8,4,8
0,0.897,1,1,5,15,2,9
1,0.789,1,0,5,5,1,156
0,0.893,1,1,5,14,1,13
0,0.624,1,0,5,6,-1,36
1,0.91,1,1,3,20,5,24
1,0.624,1,0,5,2,-1,14
1,0.624,1,1,5,14,2,21
0,0.865,1,1,5,14,-1,57
1,0.624,1,1,5,8,5,92
1,0.624,1,1,5,5,1,180
0,0.926,1,0,5,4,1,54
0,0.939,1,1,5,18,1,60
0,0.92,1,1,5,14,2,94
0,0.939,1,0,5,6,1,10
0,0.915,1,0,5,3,-1,12
0,0.92,1,1,5,17,2,84
1,0.92,1,1,5,4,1,58
0,0.624,1,0,5,2,1,66
1,0.55,1,1,5,8,1,196
0,0.915,1,1,3,10,2,140
1,0.923,1,0,5,3,1,46
0,0.866,1,1,5,11,1,214
0,0.926,1,0,3,5,2,256
1,0.624,1,0,5,2,1,144
0,0.91,1,1,5,16,-1,4
0,0.92,1,1,5,1,1,73
1,0.624,1,1,5,4,3,7
0,0.624,1,0,3,3,-1,12
1,0.897,1,1,5,19,1,16
1,0.92,1,0,5,1,-1,42
1,0.624,1,1,5,8,-1,6
0,0.92,1,1,5,16,2,7
0,0.92,1,1,5,17,1,23
0,0.698,1,1,5,13,1,50
0,0.92,0,1,5,8,4,84
0,0.698,1,0,5,11,-1,18
0,0.698,1,1,5,13,1,96
0,0.92,1,0,5,5,1,116
0,0.624,1,0,3,2,1,94
0,0.939,1,0,5,11,5,24
0,0.804,0,0,5,18,5,72
0,0.855,1,1,5,10,1,70
0,0.624,1,1,5,2,1,13
0,0.939,1,1,5,16,1,25
0,0.855,0,1,5,4,1,5
1,0.92,0,0,5,10,2,87
1,0.624,1,1,5,7,2,6
0,0.926,1,1,5,4,1,8
1,0.92,1,0,5,3,-1,78
0,0.855,1,1,5,12,1,45
0,0.92,1,1,5,3,1,162
0,0.802,1,1,5,13,-1,84
1,0.624,1,0,3,3,-1,25
0,0.924,1,1,5,9,1,139
0,0.698,0,0,5,2,-1,42
0,0.924,1,1,5,5,1,61
1,0.624,0,0,5,2,-1,59
1,0.624,1,1,5,8,1,48
1,0.843,0,1,5,7,1,6
1,0.624,1,1,5,6,1,50
0,0.55,1,0,3,5,-1,153
0,0.804,1,1,5,9,2,112
0,0.802,1,1,5,17,1,170
0,0.796,1,1,5,6,1,121
0,0.92,1,1,5,15,5,16
0,0.923,1,1,1,10,5,23
0,0.92,1,1,5,10,1,90
0,0.92,1,1,5,9,1,11
1,0.624,1,0,5,13,5,62
0,0.924,1,1,5,5,1,39
0,0.92,1,1,5,20,1,110
0,0.836,1,0,3,6,-1,108
0,0.866,1,0,5,4,-1,87
0,0.926,1,0,5,3,1,86
0,0.91,1,1,5,3,1,90
1,0.92,1,0,5,3,1,72
0,0.897,1,1,5,16,1,174
0,0.92,1,0,5,5,1,39
0,0.691,0,1,5,10,1,64
0,0.92,1,0,3,8,2,48
0,0.926,1,1,5,20,1,31
0,0.55,1,1,5,16,2,83
1,0.624,1,1,5,9,1,26
0,0.897,1,1,5,7,2,76
0,0.92,1,1,5,9,1,45
0,0.91,1,1,5,9,1,32
0,0.897,1,0,5,5,1,45
0,0.939,1,1,5,12,1,7
1,0.74,1,1,5,15,2,77
0,0.855,1,1,5,15,1,21
0,0.92,1,1,5,6,1,4
0,0.698,1,1,5,6,2,56
0,0.804,1,1,5,13,1,12
0,0.92,1,1,5,13,1,14
1,0.925,1,0,5,1,1,102
1,0.926,1,0,5,14,1,24
0,0.925,1,1,5,9,5,272
0,0.92,1,1,5,6,-1,83
0,0.91,1,1,5,9,1,56
0,0.836,1,0,1,1,-1,17
0,0.624,1,1,5,10,1,156
0,0.624,1,1,5,3,1,8
0,0.91,0,0,5,15,3,33
0,0.92,1,1,5,7,5,15
1,0.624,1,0,3,5,-1,46
0,0.897,1,1,5,7,1,12
1,0.884,1,1,5,20,1,155
0,0.92,1,1,5,11,1,15
0,0.926,1,1,5,14,1,84
0,0.92,0,1,5,1,1,78
0,0.915,0,0,5,1,1,40
0,0.848,1,1,3,2,1,91
1,0.624,1,1,5,7,1,108
0,0.903,1,0,3,2,1,28
0,0.92,1,1,5,8,1,29
1,0.624,1,1,5,6,4,34
0,0.698,1,1,5,4,1,106
0,0.91,1,0,5,4,1,90
1,0.624,1,1,5,4,1,298
0,0.624,0,1,5,0,1,13
0,0.802,0,1,5,4,1,8
0,0.689,1,1,5,19,1,54
0,0.949,1,1,5,15,1,116
0,0.92,1,0,5,9,-1,182
0,0.92,1,1,5,16,-1,194
0,0.624,1,1,5,8,1,31
1,0.92,1,0,5,5,5,13
1,0.624,1,0,5,3,-1,53
0,0.926,1,1,5,19,3,162
0,0.92,0,1,5,2,1,56
0,0.884,1,1,5,15,5,16
0,0.92,0,0,3,2,-1,86
0,0.802,1,1,5,11,1,20
0,0.92,1,1,5,10,5,27
0,0.91,1,1,5,2,2,160
0,0.624,1,1,5,12,1,50
1,0.624,0,1,5,4,2,38
0,0.91,1,1,5,7,3,114
1,0.887,1,0,5,5,2,45
0,0.926,1,1,5,15,1,39
0,0.893,0,1,5,15,1,38
1,0.92,1,0,5,3,-1,62
0,0.896,0,1,5,4,1,23
0,0.624,0,1,5,8,1,17
0,0.855,1,0,5,17,2,19
0,0.624,0,1,5,8,2,66
0,0.74,1,1,5,16,5,49
0,0.698,0,0,5,3,1,14
1,0.802,0,0,5,14,1,11
0,0.754,1,0,3,3,-1,65
0,0.795,1,1,5,18,5,95
1,0.624,1,0,5,1,1,44
0,0.91,1,1,5,15,2,52
1,0.624,1,1,5,2,1,220
0,0.926,1,0,3,2,1,120
0,0.92,1,0,5,1,1,112
1,0.624,1,1,5,8,-1,7
0,0.878,1,1,5,13,1,31
0,0.899,1,1,5,19,2,150
0,0.92,1,1,5,5,5,128
1,0.92,1,1,5,20,2,30
0,0.762,1,1,5,17,2,27
0,0.92,1,1,5,14,1,31
0,0.926,1,1,3,13,5,83
0,0.92,1,1,5,11,3,37
0,0.92,1,1,5,19,1,50
0,0.92,1,1,5,17,1,8
0,0.754,1,1,5,13,5,9
0,0.924,1,0,3,3,1,103
0,0.884,1,1,5,13,1,27
0,0.92,1,1,5,17,1,10
1,0.555,1,1,5,4,1,134
0,0.92,1,1,5,6,1,19
0,0.624,1,1,5,15,1,75
0,0.91,1,0,3,3,1,50
0,0.91,0,1,5,13,2,111
0,0.796,1,1,5,9,1,29
0,0.855,1,0,5,14,5,17
1,0.899,1,1,5,9,5,22
0,0.92,1,1,5,20,1,212
0,0.926,1,1,5,12,1,82
0,0.926,1,1,5,20,5,64
0,0.836,1,1,5,9,2,21
0,0.92,1,1,5,5,1,11
0,0.624,1,1,5,2,1,23
0,0.913,1,1,5,8,4,46
1,0.92,1,1,5,6,1,39
0,0.92,1,0,1,1,-1,43
0,0.899,0,1,5,8,1,100
0,0.91,1,1,5,3,3,61
0,0.899,1,1,3,4,-1,45
0,0.843,1,1,5,15,5,45
1,0.926,1,1,3,2,2,92
0,0.743,1,0,5,2,1,4
0,0.915,1,0,5,15,1,204
1,0.624,1,1,5,4,2,94
0,0.92,1,1,5,15,4,266
1,0.789,1,1,5,8,1,212
0,0.887,1,1,5,11,1,36
1,0.624,1,0,5,2,2,48
0,0.855,1,1,3,16,1,28
0,0.92,1,1,5,12,1,42
0,0.897,1,0,5,5,1,129
1,0.91,1,1,3,13,5,52
0,0.91,1,0,1,0,-1,31
0,0.924,1,1,5,13,1,70
0,0.92,1,0,5,5,1,61
0,0.92,1,1,5,5,1,56
0,0.92,1,0,5,3,1,58
0,0.878,1,1,1,5,2,74
0,0.925,1,1,5,16,5,67
0,0.92,1,1,5,2,1,29
0,0.624,1,0,5,5,1,31
0,0.91,1,1,5,4,1,20
0,0.624,1,1,5,17,1,50
0,0.924,0,0,5,19,4,81
0,0.939,1,1,5,4,4,103
0,0.624,1,0,5,7,1,28
1,0.624,1,1,5,12,1,47
0,0.92,1,1,5,8,1,10
0,0.893,1,0,5,7,1,35
0,0.92,1,1,5,9,2,88
0,0.92,1,1,5,10,2,101
0,0.915,0,0,5,10,2,41
0,0.92,1,1,5,6,2,9
0,0.624,1,1,5,2,1,28
1,0.55,1,1,5,5,1,146
0,0.926,1,0,5,5,1,58
0,0.923,1,1,5,4,1,35
0,0.682,1,1,5,9,1,28
1,0.624,1,1,5,5,1,24
0,0.866,1,0,5,2,1,42
0,0.926,1,1,5,11,3,41
0,0.92,1,0,5,14,4,36
0,0.92,1,1,5,17,2,42
0,0.624,1,0,5,0,1,256
1,0.698,1,1,5,5,2,6
1,0.802,1,1,3,10,5,117
0,0.92,0,1,5,10,5,33
0,0.92,0,1,5,1,1,107
0,0.926,1,1,5,6,3,2
1,0.624,1,1,5,4,1,62
1,0.624,1,1,5,13,5,88
0,0.804,1,0,5,4,1,19
0,0.893,1,1,5,17,1,13
0,0.92,1,1,5,12,4,42
1,0.624,1,1,5,12,1,98
1,0.579,1,0,5,3,-1,47
1,0.624,1,1,5,2,2,112
0,0.92,1,1,5,10,1,84
0,0.843,1,1,5,18,1,50
0,0.887,1,0,5,6,-1,61
0,0.754,1,1,5,17,5,52
0,0.92,1,1,5,4,1,31
1,0.91,1,0,3,8,5,188
0,0.727,1,1,5,3,1,174
0,0.92,1,1,5,12,1,170
0,0.698,1,1,5,4,2,51
0,0.92,1,0,5,7,1,81
1,0.91,1,1,5,2,1,174
0,0.897,1,1,5,4,1,42
0,0.92,1,1,5,4,3,50
0,0.89,1,1,5,3,1,30
0,0.926,1,0,3,4,-1,33
0,0.855,0,1,5,10,1,42
1,0.92,0,1,5,2,2,11
1,0.878,1,0,5,7,1,52
0,0.897,1,1,5,7,4,42
1,0.624,1,1,5,0,4,124
1,0.893,1,1,3,5,2,36
0,0.92,1,0,3,7,1,184
0,0.698,1,0,5,1,1,165
0,0.89,1,1,5,12,1,116
0,0.794,1,1,5,9,1,36
0,0.92,1,1,5,9,3,182
0,0.926,1,0,3,3,1,85
0,0.939,1,0,3,3,1,41
0,0.92,1,1,5,17,2,58
0,0.92,1,0,5,15,5,8
0,0.804,1,0,1,6,-1,9
0,0.887,1,1,5,10,1,113
0,0.624,1,0,3,3,-1,75
0,0.802,1,1,5,8,2,17
1,0.887,1,1,5,9,1,30
0,0.923,0,0,5,7,1,10
0,0.939,1,1,5,15,5,43
0,0.91,1,1,5,10,5,216
1,0.579,1,1,5,10,2,32
0,0.899,1,1,5,9,2,52
0,0.949,1,1,5,10,3,27
0,0.884,1,1,5,15,3,24
0,0.92,1,1,5,5,2,17
0,0.926,1,1,5,20,5,104
0,0.897,1,1,5,6,1,6
0,0.884,1,0,5,14,3,96
0,0.89,0,1,5,16,1,22
1,0.92,1,0,5,16,-1,17
0,0.847,1,0,3,2,1,7
1,0.92,1,1,3,10,2,81
1,0.924,1,0,3,2,-1,13
0,0.802,1,0,3,0,-1,12
0,0.579,1,1,5,13,1,20
0,0.92,1,1,5,9,3,18
0,0.804,1,1,5,6,1,210
0,0.91,1,0,5,8,1,20
0,0.855,1,1,5,18,1,88
1,0.698,1,1,5,2,1,10
1,0.92,1,0,5,6,2,3
0,0.855,1,1,5,7,1,112
0,0.923,1,1,5,15,4,24
0,0.763,1,1,5,9,2,50
0,0.55,1,0,3,4,-1,23
1,0.624,1,1,5,13,3,21
1,0.624,1,1,5,0,1,109
1,0.897,1,0,5,4,-1,2
1,0.527,0,1,5,9,1,58
0,0.92,1,1,5,8,2,100
0,0.91,1,0,5,8,1,33
0,0.939,1,0,3,4,1,12
1,0.92,1,0,5,6,-1,2
1,0.92,1,1,5,8,2,45
0,0.939,1,1,5,6,1,26
1,0.92,0,0,5,2,1,20
1,0.624,1,1,5,4,1,78
0,0.754,1,1,5,4,1,96
0,0.897,1,1,5,5,2,46
0,0.92,1,1,5,2,1,163
0,0.691,1,1,5,7,1,96
1,0.558,1,1,5,6,1,50
0,0.83,1,1,5,7,1,43
0,0.92,1,0,5,3,1,28
0,0.939,1,1,5,8,3,302
0,0.91,1,1,5,11,1,32
1,0.624,0,0,5,1,1,78
0,0.827,1,0,5,10,4,4
1,0.884,1,0,5,3,-1,11
1,0.624,1,0,5,3,-1,62
0,0.926,0,0,5,5,1,10
0,0.913,1,0,5,1,-1,52
0,0.698,1,1,5,10,1,14
0,0.91,1,1,5,16,1,52
0,0.92,1,0,5,2,1,43
0,0.762,1,1,5,14,4,112
0,0.698,0,1,5,9,1,88
0,0.855,1,1,5,17,2,42
1,0.624,1,0,5,5,1,24
1,0.624,0,1,5,15,1,5
1,0.624,1,1,5,0,1,17
0,0.92,1,1,5,5,1,3
0,0.91,1,0,5,2,1,140
1,0.624,1,1,5,17,1,129
0,0.624,1,1,5,3,1,20
0,0.923,1,0,5,8,1,57
1,0.624,1,1,5,10,1,286
0,0.92,1,1,3,5,1,24
0,0.624,1,1,5,6,5,92
0,0.92,1,1,5,19,5,90
1,0.624,1,1,5,3,1,67
1,0.624,1,0,5,2,-1,12
0,0.926,1,1,5,11,5,136
0,0.92,1,1,5,18,3,18
1,0.92,1,1,5,5,1,62
0,0.926,1,1,5,6,2,78
0,0.91,1,0,5,10,2,48
0,0.878,1,1,3,14,2,61
0,0.92,1,1,5,13,3,266
0,0.836,1,1,5,19,1,14
1,0.624,1,0,3,5,-1,73
1,0.897,1,0,5,10,1,60
1,0.698,1,1,5,14,5,17
0,0.926,1,1,5,15,2,268
1,0.527,1,1,5,3,1,62
0,0.91,1,1,5,2,1,170
0,0.92,1,0,5,10,1,167
0,0.92,0,1,5,12,1,81
0,0.92,0,1,5,20,5,130
0,0.698,1,1,5,10,1,16
0,0.926,1,1,5,11,4,27
0,0.698,1,1,5,19,1,23
0,0.92,1,1,5,5,4,80
0,0.624,1,0,5,1,1,29
1,0.754,1,0,5,6,-1,134
0,0.91,1,0,5,11,5,90
0,0.939,1,1,5,16,5,50
0,0.92,0,1,5,2,1,72
0,0.92,1,1,5,10,2,21
0,0.91,1,1,5,10,-1,50
0,0.91,1,0,5,10,2,8
0,0.92,1,1,5,8,1,22
0,0.92,1,1,5,5,2,25
0,0.897,1,1,5,15,5,36
0,0.926,1,1,5,16,1,46
0,0.913,1,1,5,16,5,13
0,0.698,0,1,5,4,4,4
0,0.926,1,1,5,12,2,92
0,0.92,1,1,5,13,1,6
0,0.921,1,0,5,10,1,48
1,0.766,1,0,3,1,-1,83
0,0.92,1,1,5,15,5,53
0,0.624,1,0,5,5,-1,69
0,0.739,1,1,5,8,1,119
1,0.624,1,1,5,7,3,87
0,0.866,1,1,5,8,1,28
1,0.624,1,1,5,2,2,21
0,0.92,1,0,5,3,1,35
0,0.843,1,0,3,6,-1,310
0,0.924,1,1,5,7,1,94
0,0.624,1,1,5,6,2,32
0,0.624,1,1,5,6,-1,236
0,0.843,1,1,5,3,2,170
0,0.897,1,1,5,7,1,34
0,0.926,1,0,5,4,1,44
0,0.855,1,1,5,16,1,114
1,0.624,1,0,5,2,1,19
0,0.624,0,1,5,7,1,48
0,0.926,1,1,5,15,1,111
0,0.92,1,1,5,15,4,45
1,0.924,0,0,5,3,1,39
0,0.92,1,1,5,8,1,30
0,0.897,1,1,3,15,4,15
0,0.926,1,0,5,9,2,74
1,0.754,1,1,5,15,1,66
0,0.92,1,1,3,2,2,12
1,0.92,1,0,5,0,1,44
0,0.754,1,0,1,10,-1,15
1,0.624,1,1,5,5,2,55
1,0.855,0,1,5,4,3,140
0,0.923,1,0,5,3,-1,30
0,0.92,1,0,5,5,2,21
0,0.92,1,1,5,12,2,5
0,0.926,1,1,5,6,2,9
0,0.926,1,0,3,4,3,40
1,0.55,1,1,5,5,1,78
0,0.754,1,1,5,10,1,47
0,0.698,1,0,5,2,-1,48
0,0.754,1,1,5,8,2,90
0,0.926,1,1,5,5,-1,86
0,0.92,0,1,5,16,5,27
1,0.624,1,1,5,3,1,57
0,0.738,1,0,3,3,-1,300
0,0.897,1,1,5,6,1,35
0,0.92,1,1,5,9,1,126
0,0.698,1,1,5,12,5,27
0,0.92,0,1,5,9,4,86
0,0.897,1,1,5,7,2,64
0,0.682,1,0,3,5,-1,29
0,0.897,0,0,5,4,1,47
1,0.92,1,0,5,4,2,39
0,0.899,1,0,3,6,1,103
0,0.92,1,0,1,5,-1,99
1,0.624,1,1,5,10,1,316
1,0.92,1,0,5,8,2,24
1,0.698,1,1,5,14,1,180
1,0.789,1,1,5,2,-1,23
0,0.738,1,1,5,19,5,18
0,0.899,1,1,5,4,2,52
1,0.624,1,0,5,4,-1,85
0,0.698,1,1,5,6,1,59
0,0.939,1,1,3,5,1,12
0,0.91,1,1,5,11,2,58
0,0.884,1,0,5,6,3,6
0,0.899,1,1,5,5,1,19
0,0.925,1,0,5,2,1,68
0,0.579,1,1,5,5,1,3
1,0.738,1,0,5,9,4,55
0,0.92,1,1,5,10,1,29
1,0.624,1,0,3,6,1,9
1,0.624,0,0,3,7,1,26
0,0.92,1,1,5,6,4,312
0,0.92,1,1,5,5,1,54
0,0.682,0,1,5,6,1,71
0,0.624,1,1,5,3,1,80
1,0.92,1,0,5,7,5,109
1,0.804,1,1,5,9,1,9
0,0.763,1,0,5,5,1,44
0,0.939,1,1,5,14,5,41
0,0.926,1,1,5,11,1,15
0,0.897,1,1,5,5,1,31
1,0.848,1,0,5,12,2,17
0,0.91,1,0,5,1,-1,14
0,0.91,1,1,5,7,2,99
0,0.836,1,0,5,11,-1,28
0,0.91,1,0,5,10,5,67
0,0.925,1,1,5,10,4,88
1,0.624,0,0,5,2,1,104
0,0.92,1,1,5,6,1,164
0,0.92,1,0,3,6,1,73
0,0.92,1,1,5,2,1,16
1,0.92,0,1,5,1,1,35
0,0.624,1,1,5,3,1,20
0,0.91,1,1,5,7,5,30
0,0.92,1,1,5,6,1,25
0,0.764,1,1,5,4,2,12
1,0.624,1,1,5,1,-1,68
0,0.698,0,0,5,4,1,72
0,0.855,1,1,5,4,1,13
1,0.624,0,1,5,9,-1,68
0,0.91,1,1,5,2,1,50
1,0.92,1,1,5,12,3,18
1,0.91,1,0,5,1,1,42
0,0.91,1,1,3,0,5,57
0,0.624,1,0,5,2,-1,37
0,0.804,1,1,5,7,2,268
0,0.92,0,1,3,12,2,16
0,0.855,0,0,5,4,2,35
0,0.855,1,0,5,2,1,46
0,0.725,1,0,5,3,1,50
0,0.92,1,1,5,15,2,4
0,0.926,1,1,5,10,1,9
0,0.698,1,0,5,3,-1,11
0,0.92,0,1,5,12,4,54
1,0.767,1,0,3,4,2,17
0,0.68,1,1,5,4,2,45
0,0.92,1,1,5,4,1,56
1,0.92,1,0,5,3,3,8
0,0.92,1,1,5,5,3,105
0,0.92,1,1,5,16,1,48
0,0.92,1,1,5,7,3,28
0,0.624,1,1,5,2,1,30
0,0.698,1,1,5,7,3,48
0,0.55,1,1,5,8,2,80
0,0.939,1,1,5,15,4,12
0,0.939,1,1,5,9,3,72
0,0.926,1,1,5,3,1,20
0,0.764,1,0,5,4,1,10
0,0.92,1,0,3,6,1,196
0,0.84,1,1,5,7,1,100
0,0.897,1,0,5,12,2,14
0,0.74,1,1,5,3,1,102
0,0.92,1,1,5,12,4,50
1,0.624,1,0,5,0,-1,128
0,0.878,1,1,5,16,3,72
0,0.624,1,1,5,8,4,14
0,0.949,1,0,5,3,5,43
0,0.92,1,1,5,14,1,75
0,0.647,0,0,5,2,-1,55
0,0.843,1,0,3,3,-1,35
0,0.926,0,1,5,3,1,4
0,0.925,1,1,5,9,1,27
0,0.856,1,1,5,12,1,158
0,0.896,1,1,5,11,4,69
0,0.91,1,1,3,1,-1,96
0,0.92,1,1,5,8,2,17
0,0.624,1,0,5,5,1,160
0,0.624,1,1,5,5,-1,40
0,0.897,1,1,5,12,1,113
0,0.91,1,1,5,3,1,28
0,0.92,1,1,5,1,1,81
1,0.624,1,1,5,8,1,39
0,0.89,1,0,3,4,1,68
0,0.925,1,1,5,15,1,158
0,0.698,1,0,3,2,1,69
0,0.624,1,1,5,4,2,42
0,0.55,1,1,5,17,1,98
0,0.92,1,1,5,11,3,48
0,0.893,1,1,3,16,5,73
1,0.682,1,1,5,4,1,68
0,0.766,1,1,5,11,-1,58
1,0.624,1,1,5,5,1,168
0,0.91,1,0,3,6,-1,96
0,0.92,0,1,5,18,4,53
0,0.92,1,1,5,11,3,60
0,0.624,1,0,3,0,-1,96
1,0.887,1,0,3,6,1,4
0,0.926,1,1,3,15,5,53
0,0.913,1,1,5,17,1,11
0,0.897,1,1,5,15,1,24
0,0.893,1,0,5,8,-1,312
0,0.92,1,1,5,10,2,80
0,0.92,1,1,5,4,1,48
0,0.624,1,1,5,2,1,109
0,0.884,1,1,5,19,5,24
0,0.624,1,1,5,7,1,26
0,0.743,1,0,5,5,1,304
0,0.698,1,1,5,15,5,128
1,0.92,1,1,5,13,3,46
1,0.624,1,1,5,8,1,62
0,0.92,1,1,5,11,2,51
0,0.698,1,0,3,1,-1,15
0,0.926,1,0,3,6,1,34
0,0.92,1,1,5,2,2,91
0,0.924,1,1,5,17,1,41
1,0.827,1,1,5,9,1,76
1,0.767,0,1,5,17,3,10
1,0.624,1,0,5,8,-1,31
0,0.897,1,1,5,7,2,48
1,0.698,1,0,5,4,2,112
0,0.624,0,1,5,3,1,52
1,0.624,1,1,5,4,4,109
0,0.624,1,1,5,14,-1,83
0,0.827,1,1,5,6,1,45
1,0.624,1,1,5,5,1,9
0,0.926,1,1,5,15,5,14
0,0.802,0,1,5,15,3,25
1,0.925,1,0,5,4,1,132
0,0.92,1,1,5,5,1,214
0,0.92,1,1,3,6,2,62
0,0.92,1,1,5,16,-1,34
0,0.92,1,1,5,17,1,14
0,0.92,1,1,5,6,5,112
0,0.92,1,1,5,14,1,44
0,0.827,1,0,5,5,5,57
1,0.92,1,1,5,18,-1,116
1,0.624,1,0,5,4,1,66
0,0.647,1,0,5,4,1,36
1,0.738,1,1,5,3,1,55
0,0.92,1,1,5,11,1,4
0,0.924,1,1,5,10,2,144
0,0.855,1,1,5,12,2,266
0,0.91,1,1,3,19,5,23
0,0.698,1,1,5,8,5,62
0,0.804,0,1,5,17,2,91
1,0.624,1,1,5,9,1,38
0,0.92,1,1,5,4,1,118
0,0.897,1,1,5,12,2,113
0,0.804,1,1,5,20,1,3
0,0.939,1,0,5,12,4,28
0,0.893,1,1,3,6,2,81
1,0.92,1,0,3,5,1,17
0,0.896,1,1,5,8,3,39
0,0.923,1,1,5,2,1,52
0,0.92,1,1,5,11,1,84
0,0.92,1,1,5,19,5,101
0,0.92,1,0,5,19,2,24
0,0.897,1,1,5,10,1,53
1,0.624,1,0,5,4,-1,39
0,0.926,1,1,5,10,2,15
1,0.91,1,1,5,15,5,66
0,0.804,0,0,5,1,1,190
0,0.836,1,0,1,1,-1,34
0,0.92,1,1,5,9,5,30
0,0.666,1,1,5,15,1,63
0,0.91,0,1,5,15,1,124
0,0.939,1,1,5,10,1,114
1,0.624,1,1,5,3,1,21
1,0.55,1,1,5,15,3,165
1,0.92,1,1,5,15,3,14
0,0.92,1,0,5,20,5,7
0,0.939,1,1,5,10,3,68
1,0.579,1,0,5,15,-1,68
0,0.92,1,1,5,17,5,163
1,0.624,0,1,5,0,1,54
0,0.92,0,1,5,0,1,7
0,0.92,1,1,5,3,1,83
0,0.926,1,1,5,15,1,145
1,0.866,1,0,5,2,2,30
0,0.682,1,0,3,6,-1,106
1,0.903,1,1,5,14,3,40
1,0.92,1,1,5,5,2,34
1,0.92,1,0,5,0,1,13
0,0.92,1,1,5,11,1,23
0,0.855,1,1,5,6,3,12
1,0.92,1,0,5,10,1,138
0,0.92,1,0,3,0,1,56
0,0.92,1,0,5,1,1,43
0,0.887,1,0,5,7,2,64
1,0.804,1,0,5,2,2,116
0,0.897,1,1,5,7,-1,20
0,0.887,1,1,5,14,1,19
0,0.915,1,1,5,6,1,12
0,0.698,1,0,3,8,-1,39
0,0.926,1,1,5,7,4,34
0,0.666,1,0,5,2,2,81
0,0.92,1,1,5,6,1,70
0,0.624,1,1,5,8,-1,174
0,0.624,1,1,5,6,3,6
1,0.624,1,1,5,4,1,174
0,0.624,1,0,5,4,-1,13
0,0.895,1,1,3,13,2,172
0,0.925,1,0,5,3,-1,16
1,0.92,0,1,5,13,1,87
0,0.855,0,1,5,5,1,30
1,0.92,1,0,5,5,1,89
0,0.84,1,0,3,3,-1,14
1,0.624,1,1,5,16,1,30
1,0.887,1,1,3,11,1,8
1,0.855,1,1,5,11,4,109
1,0.55,1,1,5,10,1,62
0,0.92,1,1,5,8,4,260
0,0.92,1,0,5,0,-1,77
0,0.802,1,1,5,19,5,163
0,0.743,1,1,5,6,2,180
1,0.926,1,0,5,15,-1,20
0,0.64,1,1,5,14,1,148
0,0.91,1,1,5,12,5,57
0,0.92,1,1,5,16,5,54
0,0.89,1,1,5,9,5,90
1,0.624,1,1,5,3,-1,96
0,0.91,1,1,5,12,5,56
0,0.92,1,1,5,13,5,57
0,0.827,1,1,5,10,1,55
0,0.92,1,1,5,10,1,83
0,0.92,1,1,5,7,1,43
1,0.624,1,0,5,6,5,138
1,0.92,0,0,5,1,1,48
0,0.92,1,1,5,17,4,21
0,0.804,1,1,5,4,1,88
1,0.624,1,1,5,2,1,23
1,0.743,1,0,5,7,3,33
1,0.92,1,1,5,6,1,43
0,0.743,1,0,5,8,1,48
0,0.92,1,0,5,5,-1,4
0,0.903,1,1,5,6,-1,15
0,0.926,1,1,5,7,2,19
0,0.887,1,1,5,6,3,79
0,0.92,1,1,5,2,1,24
0,0.897,1,0,5,4,1,17
0,0.896,1,0,3,3,5,10
0,0.698,1,1,5,3,1,12
0,0.91,1,1,5,7,2,57
0,0.754,1,1,5,4,1,76
0,0.926,1,1,5,13,5,52
1,0.92,1,0,5,4,1,7
0,0.925,1,0,5,13,5,128
0,0.802,1,0,5,3,-1,61
0,0.92,1,1,5,15,1,136
0,0.925,1,1,5,3,1,35
0,0.897,1,1,5,4,2,50
0,0.926,1,1,5,19,1,25
0,0.624,1,1,5,18,5,284
0,0.884,1,1,5,14,1,180
